Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
31,drone_2,10.624,12.809,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
31,drone_3,11.547,13.271,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
31,drone_4,10.537,11.135,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
31,drone_5,11.364,12.393,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
31,drone_6,8.672,12.777,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
31,drone_7,9.820,12.966,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
31,drone_8,12.268,13.829,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
31,drone_9,11.225,11.281,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
32,drone_0,12.210,12.136,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
32,drone_1,12.807,12.645,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
32,drone_2,10.625,12.660,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
32,drone_3,11.650,13.164,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
32,drone_4,10.580,10.968,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
32,drone_5,11.402,12.271,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
32,drone_6,8.591,12.594,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
32,drone_7,9.973,12.888,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
32,drone_8,12.381,13.698,11.231,7.394,"9.424473522536335,11.780734842595486,0.6937776605689505;15.912301303558559,5.243029425309914,2.2273843054800166;14.576031396279829,18.510648630836453,1.2845238198366107;3.012353159298179,15.97145509833009,0.6514714295752305;15.971722060725472,1.264949356680768,0.6898773862354735;15.359807085415344,15.101953585206038,0.2005177147182547;17.60450720504789,17.3813166681527,2.344757546335097;13.268273731211833,4.295323243291986,0.21399671728311495;4.632069423488919,2.4028892566617612,1.6785369767692409;18.572327547880935,6.249760335231198,1.3789205416148789;7.075938668173773,13.926064333511249,1.2600136738768901;5.007432237701238,3.637555598680071,1.8538522789134824;6.167117723716436,19.168671665313916,0.36321157926895276;1.9022706742817337,17.53653225489736,0.37854569324493836;2.220004808012101,4.949388161396243,0.30007322745835574;16.793713486172614,6.99014494562233,2.164329496986242"
