Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
6,drone_6,9.676,12.991,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
6,drone_7,11.748,2.006,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
6,drone_8,15.480,9.038,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
6,drone_9,16.071,11.661,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
7,drone_0,16.067,10.040,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
7,drone_1,17.419,16.267,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
7,drone_2,13.248,12.960,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
7,drone_3,11.904,0.979,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
7,drone_4,15.423,1.687,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
7,drone_5,16.835,15.505,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
7,drone_6,9.533,12.852,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
7,drone_7,11.807,1.875,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
7,drone_8,15.283,9.005,4.062,10.706,"4.073317684171626,5.021282713173669,0.8832104603594755;9.59847922428376,3.8490223476851115,0.45604296840425457;11.1684413677635,16.20920306400017,1.2080147959039231;13.011862848787075,15.95002473757699,0.2628016553207028;7.291105444855204,1.9010577577698893,1.2442139631701548;13.982215293591326,1.9685984405268866,0.9299816914309762;9.663163551955387,4.529158879190041,1.2440897002577902;8.077241032002808,10.043828370469637,0.8459069417815581;2.5134297010025612,1.9921721824356475,0.8094579223582611;6.91273600246874,12.412039613242627,0.7002648104864122;7.980670365701696,15.850597962139743,0.2540905481273276;14.252985645753732,6.641464371807787,0.7990122745571592;3.0153990208065617,3.5086314127805394,0.6225633268098277;9.818671860676844,2.139837579065901,1.3786598812212256;2.546817000321153,19.396068848323786,0.4483203410938856;15.023605961667236,18.047380643117624,1.7982604920101246;0.6243264065148164,7.395143008571274,0.3889408640829498;8.89022775732101,6.997106657168567,2.361227997436661;4.993668583510673,17.08862094181481,1.1035054774743;17.237843543060357,3.7093477613240244,1.0094916875206166;12.863055851847594,5.10871931090575,2.033413113230503"
