Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
46,drone_8,8.295,4.337,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
46,drone_9,10.236,7.217,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
47,drone_0,11.692,7.216,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
47,drone_1,11.064,8.107,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
47,drone_2,9.685,1.951,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
47,drone_3,12.343,7.699,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
47,drone_4,8.745,3.190,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
47,drone_5,7.722,3.310,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
47,drone_6,9.032,1.790,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
47,drone_7,11.696,7.646,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
47,drone_8,8.267,4.139,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
47,drone_9,10.410,7.316,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
48,drone_0,11.834,7.173,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
48,drone_1,11.208,8.201,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
48,drone_2,9.857,1.935,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
48,drone_3,12.471,7.625,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
48,drone_4,8.767,2.991,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
48,drone_5,7.827,3.174,17.768,2.127,"11.43666351968495,17.045155753562653,0.25987851442960874;3.759719253692621,4.909827261412493,1.1066760673032872;13.193071386942888,13.73450157892894,1.7339951305952037;5.393033970649104,15.8197700027166,0.9751326851591455;3.794790005930438,4.560981938933367,0.23147254513169846;16.893337895361523,15.1515050558317,2.2963147907077093;6.0077645590087965,2.701609989275128,0.30583675225446244;10.886553200498959,4.773990530417927,1.8335713478459637;14.473749344094204,11.581819659272574,1.09814253771688;10.595318749996913,3.555489178999724,1.1912286464011461;8.352507001228943,12.376346676986232,1.982452715670769;11.574667582946274,12.469842025433167,1.3548439117424957;7.183232845549666,16.111669686697574,0.7864928877301414;14.530574365717664,14.879649851353625,2.3549455906151397"
